Team,App,Conference,IP,H,2B-A,3B-A,Inh Run,Inh Run Score,HR-A,R,ER,WAR,FO,BB,HB,SO,BF,Pitches,Season,Division,ERA,IR-A%,RA9,K9,H9,BB9,HR9,BB%,K%,K-BB%,HR/FB,FIP,xFIP,PF,ERA+,pitch_team,pREA,pWPA,pWPA/LI,li,Clutch
Lipscomb,304,ASUN,506.8,453,68,5,173,59,44,306,272,-0.40013134932776584,427,331,98,525,2355,6679,2022,1,4.830307813733228,34.104046242774565,5.434096290449881,9.323204419889503,8.044593528018941,5.878058405682715,0.7813733228097868,14.0552016985138,22.29299363057325,8.23779193205945,9.341825902335456,5.839290568568303,5.993469154891368,103.9392175266428,119.98626342427985,Lipscomb,1160.57,-4.732200000000007,-5.897939060470038,0.9532128514056224,0.9334654982201886
Little Rock,226,Sun Belt,437.1,502,94,7,212,114,55,375,318,-0.8068253124091552,404,269,63,385,2130,5665,2022,1,6.547700754975978,53.77358490566038,7.721345229924502,7.927247769389155,10.336307481125601,5.538778311599176,1.1324639670555936,12.629107981220658,18.07511737089202,5.446009389671362,11.982570806100219,6.395825559089347,6.209537957903841,105.73882207154752,93.3837157130807,Little Rock,908.997,-9.793800000000003,-8.933679119310261,1.0003848094877619,-0.8563535832203097
Long Beach St.,217,Big West,490.40000000000003,438,80,6,85,30,47,239,211,-0.25593624597454684,459,184,33,518,2119,6297,2022,1,3.872349102773246,35.294117647058826,4.38621533442088,9.50652528548124,8.038336052202283,3.3768352365415986,0.8625611745513866,8.683341198678622,24.4454931571496,15.762151958470977,9.288537549407115,4.703848405799254,4.882171054235455,93.20772464715336,128.4694136873235,Long Beach St.,1181.668,0.7435999999999886,-0.8215045036282569,0.8697489920665886,1.6764638157777765
Longwood,226,Big South,457.8,573,106,20,109,47,55,397,353,2.546394613909137,515,266,55,339,2240,6564,2022,1,6.9397116644823065,43.11926605504588,7.804718217562254,6.664482306684141,11.264744429882043,5.229357798165138,1.0812581913499344,11.875,15.133928571428571,3.258928571428571,9.649122807017543,6.4273601012118124,6.584177174756858,116.34056044835869,97.29786716735136,Longwood,939.8,-13.1387,-12.212275263803773,0.9661591412903978,-1.3866231355344674
Louisiana,243,Sun Belt,528.6,510,97,12,179,53,53,287,252,0.4745667839592065,458,227,72,545,2349,4375,2022,1,4.290578887627696,29.608938547486037,4.88649262202043,9.279228149829738,8.683314415437003,3.864926220204313,0.9023836549375709,9.663686675180928,23.201362281822053,13.537675606641125,10.371819960861057,5.181327776651127,5.212260619955915,97.24068038147368,124.0308809292952,Louisiana,1230.4509999999998,-6.282000000000009,-6.695116117329994,1.1254645560908465,1.113421015513806
Louisiana Tech,223,C-USA,565.8,545,104,10,120,42,61,304,268,3.399971940526099,482,194,66,606,2457,5006,2022,1,4.262990455991517,35.0,4.835630965005302,9.639448568398729,8.669141039236479,3.0858960763520678,0.9703075291622483,7.895807895807897,24.664224664224665,16.76841676841677,11.233885819521179,4.88103475990267,4.8041910266202645,105.47637157709318,130.41295947753605,Louisiana Tech,1342.1499999999999,-4.5713000000000115,-3.384596155264708,0.9742678062678062,-1.3074402341050702
Louisville,327,ACC,570.2,576,95,10,193,77,85,388,333,0.9352148185834634,546,298,75,646,2644,7412,2022,1,5.256050508593476,39.89637305699482,6.1241669589617675,10.196422307962118,9.091546825675202,4.703612767450017,1.3416345142055417,11.270801815431165,24.43267776096823,13.161875945537064,13.47068145800317,5.877514324228608,5.467116711527892,113.9112689409156,120.55583073896163,Louisville,1303.0449999999998,-7.24660000000001,-8.57931893157542,0.9437227414330218,0.9005805883664708
Maine,179,America East,423.3,488,90,16,98,33,52,343,299,-0.06122540438241675,428,248,69,416,2064,4325,2022,1,6.357193479801559,33.6734693877551,7.292700212615166,8.844790928419561,10.3756201275691,5.2728561304039685,1.1055988660524452,12.015503875968992,20.155038759689923,8.13953488372093,10.833333333333334,6.121100756532193,6.089351928439978,97.14051939993436,87.3232800964731,Maine,891.5129999999999,-7.092000000000002,-9.620114725473153,0.9322289562289563,2.0125415508653894
Manhattan,157,MAAC,422.8,517,92,20,68,30,49,352,309,1.8373399937798949,473,229,58,347,2051,4383,2022,1,6.577578051087984,44.11764705882353,7.492904446546831,7.38647114474929,11.005203405865657,4.8746452223273415,1.043046357615894,11.165285226718675,16.918576304241835,5.75329107752316,9.386973180076629,6.144608444136078,6.342183619543043,102.28014194151788,89.27546220899352,Manhattan,862.151,-10.171000000000001,-10.397159924130982,0.9293439716312056,-0.5471193852270275
Marist,159,MAAC,396.3,450,93,11,81,33,47,303,254,4.64832259343011,413,176,55,419,1864,3588,2022,1,5.768357305071915,40.74074074074074,6.881150643451931,9.51551854655564,10.219530658591975,3.9969719909159727,1.0673732021196063,9.44206008583691,22.478540772532188,13.036480686695278,10.217391304347826,5.418876979650609,5.479321149111561,110.1556591231758,109.8398702277078,Marist,825.3609999999999,-5.100200000000005,-7.013677365606304,0.8642226148409894,1.112188660710049
Marshall,191,C-USA,476.0,499,102,7,82,37,77,391,335,-3.635550344385316,446,280,73,474,2250,5568,2022,1,6.334033613445378,45.1219512195122,7.392857142857142,8.96218487394958,9.434873949579833,5.294117647058823,1.4558823529411766,12.444444444444445,21.066666666666666,8.622222222222222,14.722753346080305,6.579134572468206,5.992821797253131,98.20338049502566,88.94883634534227,Marshall,989.6879999999999,-14.074600000000006,-11.07631108846389,0.9933481152993349,-3.0925384651075447
Maryland,252,Big Ten,552.1,521,114,8,112,52,76,347,311,3.1541586049047754,495,249,64,538,2470,4810,2022,1,5.069733743886977,46.42857142857143,5.656583952182575,8.770150335084223,8.493026625611302,4.059047274044557,1.2389059952907082,10.08097165991903,21.78137651821862,11.700404858299592,13.309982486865149,5.784387548500132,5.422444406142735,108.16516361884156,119.30122771145105,Maryland,1254.2549999999999,-4.270600000000007,-5.196899641090581,0.986165722536932,0.8663901715322604
Massachusetts,179,Atlantic 10,416.2,585,93,13,92,50,55,423,373,0.14059512040617062,421,227,104,373,2133,6460,2022,1,8.065833733781837,54.347826086956516,9.14704469005286,8.065833733781837,12.650168188370975,4.908697741470447,1.1893320518981259,10.642287857477731,17.48710736052508,6.844819503047349,11.554621848739496,6.554388874092748,6.415127417404443,109.49397667282868,73.1681800876296,Massachusetts,784.122,-10.079199999999997,-11.875643323405647,0.8659243750793046,0.23582778053343567
McNeese,259,Southland,502.6,482,82,13,174,59,47,306,247,2.861021635150575,468,236,47,519,2261,7097,2022,1,4.4230003979307595,33.90804597701149,5.479506565857541,9.29367290091524,8.631118185435733,4.226024671707123,0.8416235575009948,10.437859354268022,22.954444935869084,12.516585581601062,9.12621359223301,5.082634022387449,5.281345602795623,106.26115457280166,128.33425236227208,McNeese,1184.5,-5.962200000000009,-4.421258621969502,0.995158185973776,-1.5699496944911768
Memphis,218,AAC,474.6,510,91,11,117,55,61,375,322,-0.6101790149081037,486,269,70,502,2252,6027,2022,1,6.106194690265486,47.008547008547005,7.111251580278129,9.519595448798988,9.671302149178254,5.101137800252844,1.156763590391909,11.9449378330373,22.291296625222024,10.346358792184724,11.151736745886655,5.941272347932373,5.861295852043314,105.14788085285032,100.01397323565857,Memphis,1030.703,-9.878300000000005,-9.047484178814788,0.952940454266421,-1.3186409612962766
Mercer,249,SoCon,511.6,550,109,7,130,64,57,340,291,2.5426430236571482,473,220,51,550,2341,6020,2022,1,5.119233776387802,49.23076923076923,5.9812353401094605,9.675527756059422,9.675527756059422,3.8702111024237684,1.0027365129007035,9.397693293464332,23.49423323366083,14.096539940196497,10.754716981132075,5.1304121593434555,5.111994377573598,105.59625528986012,116.53091875433077,Mercer,1164.4789999999998,-4.099000000000008,-5.3285404270460255,0.9111226371599815,0.8296949008534016
Merrimack,192,NEC,411.4,546,82,6,82,44,63,425,381,-1.2336470713744676,479,254,90,270,2084,4142,2022,1,8.334953816237238,53.65853658536586,9.297520661157026,5.906660184735051,11.944579484686438,5.556635877491493,1.378220709771512,12.18809980806142,12.955854126679462,0.7677543186180422,11.623616236162361,7.429679749216591,7.257442220955179,103.84801077015923,61.8107678507581,Merrimack,767.073,-11.898599999999995,-11.27511509773789,0.8198874050798639,-3.237365428586296
Miami (FL),278,ACC,529.8,510,72,11,144,48,76,304,268,3.1280216453578915,439,224,60,640,2368,5157,2022,1,4.552661381653454,33.33333333333333,5.164212910532277,10.872027180067953,8.66364665911665,3.8052095130237826,1.2910532276330693,9.45945945945946,27.027027027027028,17.56756756756757,14.757281553398057,5.3000027611933,4.776923184585425,111.03044657786891,129.4019914082446,Miami (FL),1255.3529999999998,-1.6006000000000098,-3.635166888594506,0.7979904252950345,1.629378411360292
Miami (OH),171,MAC,462.0,506,108,14,79,37,52,367,298,1.528131486622436,478,249,84,442,2225,5213,2022,1,5.805194805194805,46.835443037974684,7.14935064935065,8.61038961038961,9.857142857142858,4.850649350649351,1.012987012987013,11.191011235955056,19.865168539325843,8.674157303370787,9.811320754716983,5.955121330807905,6.075418869436781,98.68463544964122,98.71702611046882,Miami (OH),981.829,-13.812400000000002,-11.166194241306178,1.066391237509608,-1.786275278470379
Michigan,267,Big Ten,537.3,656,153,23,192,84,73,474,422,-0.18907972215201035,531,307,96,528,2649,4973,2022,1,7.068676716917923,43.75,7.939698492462313,8.84422110552764,10.988274706867674,5.142378559463987,1.2227805695142377,11.589278973197432,19.932049830124576,8.342770856927144,12.08609271523179,6.293995838024121,6.079445755533789,105.16950372500102,84.27758638323017,Michigan,1115.283,-14.862600000000006,-14.448822743174999,0.9314183957881698,-1.5081307239327852
Michigan St.,198,Big Ten,466.70000000000005,551,131,13,142,59,58,393,322,-2.8437828836110084,523,238,98,376,2255,5930,2022,1,6.209556460252839,41.54929577464789,7.578744375401756,7.25091064923934,10.625669595028926,4.589672166273838,1.1184915363188341,10.554323725055433,16.674057649667407,6.119733924611975,9.982788296041308,6.407131252177157,6.509926494217175,98.60124234442796,91.57051846318407,Michigan St.,980.78,-9.887200000000002,-10.712496495746544,0.9338288796888722,0.12468944131686754
Middle Tenn.,174,C-USA,475.7,522,92,7,97,44,63,352,296,-0.5870074841797734,477,222,65,421,2211,4804,2022,1,5.600168173218415,45.36082474226804,6.65965944923271,7.965104057178895,9.875972251418963,4.200126129913811,1.1919276855160816,10.040705563093622,19.041157847127995,9.000452284034372,11.666666666666666,6.004614581583477,5.849854882618028,103.3018692942482,106.66122934238133,Middle Tenn.,1015.7729999999999,-5.1748000000000065,-7.22917797997935,0.9235396470295799,1.6259534550291361
Milwaukee,190,Horizon,413.8,489,86,22,99,45,41,342,293,2.6657264171629245,422,244,51,407,2009,5562,2022,1,6.372643789270179,45.45454545454545,7.438376027066216,8.852102464958918,10.635572740454325,5.306911551474141,0.8917351377477042,12.14534594325535,20.25883524141364,8.113489298158289,8.855291576673865,5.702642457981038,5.959034504535058,104.38748540019782,94.89088113758596,Milwaukee,836.2069999999999,-10.106200000000001,-9.244041949076507,0.8746774193548387,-2.3101605218805297
Minnesota,239,Big Ten,450.2,507,89,7,181,83,47,372,335,0.5985502145783411,383,270,73,468,2200,4460,2022,1,6.697023545091071,45.85635359116022,7.436694802310085,9.355841848067525,10.135495335406485,5.397601066192803,0.9395824078187471,12.272727272727273,21.272727272727273,9.0,10.930232558139535,5.806749563377942,5.767975639101153,104.277402276781,89.4240166974195,Minnesota,954.6659999999999,-13.543000000000005,-9.73874855709525,0.9075679331120128,-5.183550376012292
Mississippi St.,222,SEC,485.7,494,109,9,117,42,81,354,331,-2.333539172462383,415,263,49,592,2250,5050,2022,1,6.133415688696727,35.8974358974359,6.559604694255714,10.969734403953058,9.153798641136504,4.8733786287832,1.5009264978381718,11.688888888888888,26.311111111111114,14.622222222222225,16.33064516129032,5.900401806971642,5.142003780283394,107.27505957692044,101.55972387869325,Mississippi St.,1073.6609999999998,-10.24600000000001,-7.448932105912718,0.9081536962611132,-3.833299131137789
Mississippi Val.,138,SWAC,316.8,443,88,8,105,53,49,447,360,0.9386704791398056,385,307,71,240,1769,4108,2022,1,10.227272727272727,50.476190476190474,12.698863636363635,6.818181818181818,12.585227272727273,8.72159090909091,1.3920454545454544,17.354437535330693,13.566986998304126,-3.787450537026567,11.29032258064516,8.318126381312954,8.198383068916579,117.50818559765636,50.14856553355922,Mississippi Val.,500.7459999999999,-18.158499999999993,-15.068254652278656,0.9336458787614479,-4.3807681657609
Missouri,192,SEC,433.20000000000005,453,72,12,105,43,75,301,272,-2.296409670680524,441,209,45,428,1998,5367,2022,1,5.650969529085872,40.95238095238095,6.253462603878115,8.89196675900277,9.41135734072022,4.342105263157894,1.5581717451523545,10.46046046046046,21.42142142142142,10.96096096096096,14.534883720930234,6.276702796433692,5.6701764232774305,113.4810299997656,114.26288130253795,Missouri,968.0319999999999,-8.201200000000004,-8.605595528808252,0.9124674077123645,-0.382341936882856
Missouri St.,223,MVC,515.3000000000001,569,126,6,127,63,72,395,353,-1.8449626757983328,530,248,79,476,2430,4488,2022,1,6.1653405783038995,49.60629921259843,6.898893848243741,8.313603725984862,9.937900252280224,4.331457403454298,1.2575198913254413,10.205761316872428,19.588477366255145,9.382716049382717,11.960132890365449,6.1156956358611545,5.911856262693729,102.26140334309189,96.19589891251515,Missouri St.,1112.465,-13.120500000000002,-10.682525440837805,0.8920329358319137,-4.026012184809131
Monmouth,180,MAAC,441.3,479,85,10,93,47,47,319,265,5.173638181744134,431,181,51,457,2031,4087,2022,1,5.404486743711761,50.53763440860215,6.505778382053025,9.320190346702924,9.768864717878994,3.691366417403127,0.9585316111488782,8.911866075824717,22.501230920728705,13.589364844903988,9.832635983263598,5.133550764505864,5.244133251243788,101.05733268648812,107.92201378093131,Monmouth,949.9329999999999,-8.381200000000005,-6.303034111675028,1.0389047231270359,-1.7643081704672037
Morehead St.,248,OVC,457.0,541,106,9,119,43,78,378,311,3.0195758619961675,441,235,66,415,2200,6476,2022,1,6.12472647702407,36.134453781512605,7.444201312910284,8.172866520787746,10.654266958424508,4.62800875273523,1.5361050328227572,10.681818181818182,18.863636363636363,8.181818181818182,15.028901734104046,6.621555917373783,5.9703388050223305,122.56813339742548,113.96437577763048,Morehead St.,980.7939999999999,-12.565200000000003,-13.351978850506256,0.9660057363761066,0.3446026757670193
Mount St. Mary's,184,NEC,402.8,530,101,24,89,41,66,437,376,-1.5600625056578499,447,264,75,327,2066,4697,2022,1,8.40119165839126,46.06741573033708,9.764150943396226,7.306355511420059,11.842105263157894,5.898709036742801,1.4746772591857003,12.778315585672798,15.827686350435624,3.049370764762825,12.865497076023392,7.2742811514572985,6.902165388403747,103.4231617748804,60.14040387360362,Mount St. Mary's,766.1859999999999,-16.605399999999996,-15.964195863610746,0.8241553398058252,-4.1841902451443165
Murray St.,212,OVC,482.70000000000005,546,102,10,167,87,52,363,309,1.4411629886486135,537,209,70,416,2277,6535,2022,1,5.761342448725916,52.09580838323353,6.768178993163455,7.756370416407705,10.180236171535114,3.896830329397141,0.9695463020509631,9.178743961352657,18.26965305226175,9.090909090909092,8.828522920203735,5.6538142889788,5.9376701376312795,104.09032298739449,104.70227747184488,Murray St.,1032.7169999999999,-9.217200000000004,-9.555409768882393,0.9568173663437388,-0.0777765885323447
N.C. A&T,244,Big South,464.6,564,107,9,118,55,68,411,339,0.8158502678678947,537,263,67,405,2273,3492,2022,1,6.566939302625914,46.61016949152542,7.961687473095135,7.845458458889367,10.925527335342231,5.0947051226861815,1.3172621609987085,11.570611526616807,17.81786185657721,6.247250329960403,11.239669421487603,6.533142176370722,6.427895890347271,105.93311129374108,93.26657098481978,N.C. A&T,949.8079999999999,-14.3838,-13.83464104552153,0.8542267050912584,-3.003746134686512
NC State,212,ACC,507.90000000000003,509,100,7,144,65,59,335,287,0.6960237544640845,474,239,59,549,2332,4815,2022,1,5.085646780862374,45.13888888888889,5.936207914943886,9.728292971057293,9.019492025989368,4.2350856467808615,1.045481393975192,10.248713550600343,23.542024013722127,13.293310463121784,11.069418386491558,5.351486041112367,5.289896096936781,103.19373115515644,115.14800342221956,NC State,1168.4859999999999,-4.82300000000001,-5.573180490334594,0.9424269636015326,0.4555425340003749
NIU,154,MAC,417.0,520,116,19,58,34,41,444,379,0.9712777445617027,510,276,78,323,2124,6866,2022,1,8.179856115107913,58.620689655172406,9.582733812949641,6.971223021582733,11.223021582733812,5.956834532374101,0.8848920863309353,12.994350282485875,15.207156308851225,2.2128060263653495,7.441016333938294,6.518779495185494,7.064497707159812,108.3862910628294,70.06070768494308,NIU,778.1229999999999,-18.001499999999997,-15.158826730770423,0.8469385162601627,-6.095962907903056
NJIT,180,America East,455.2,516,106,12,125,59,59,343,308,0.48328368640735636,504,256,52,372,2149,5109,2022,1,6.0896309314587,47.199999999999996,6.781634446397188,7.355008787346222,10.202108963093146,5.061511423550089,1.1665202108963093,11.912517449976734,17.310376919497443,5.397859469520709,10.479573712255773,6.323404336612879,6.345655022948566,100.26310305732892,95.427132044826,NJIT,961.9479999999999,-10.320400000000005,-9.196215371395672,1.0424206661421453,-0.7042023152512904
Navy,170,Patriot,367.5,451,82,12,125,64,37,314,286,0.9393712374861699,487,185,61,236,1798,5707,2022,1,7.004081632653061,51.2,7.689795918367347,5.779591836734694,11.044897959183674,4.530612244897959,0.9061224489795918,10.28921023359288,13.125695216907676,2.8364849833147954,7.061068702290077,6.275653179911183,6.934960537280391,106.0384207073898,86.27468822525634,Navy,769.4659999999999,-9.481800000000005,-8.253147646947937,0.9870101483216236,-1.3534405083243026
Nebraska,201,Big Ten,453.1,459,97,10,134,52,53,299,240,1.4348524884454488,394,189,54,437,2061,5390,2022,1,4.767159567424409,38.80597014925373,5.939086294416244,8.680203045685278,9.117192672699183,3.7541381593467227,1.0527477378062238,9.170305676855897,21.203299369238234,12.032993692382338,11.856823266219239,5.443618083815803,5.28473411006851,103.08105388056768,120.3748933945304,Nebraska,1033.828,-8.425000000000008,-5.371015989314358,0.9812607601642167,-3.2148771208820186
Nevada,198,Mountain West,483.7,586,139,13,98,43,67,395,355,2.6454087871961565,570,245,64,358,2327,5940,2022,1,6.605333884639239,43.87755102040816,7.349596857556337,6.661153607608021,10.903452553235477,4.558610709117222,1.246640479636138,10.528577567683712,15.384615384615385,4.856037816931673,10.518053375196232,6.479923831731969,6.4970280083939675,115.08651829876692,101.18121464830772,Nevada,1023.6819999999999,-11.565800000000003,-11.40965017624273,0.9395361577794009,-0.9004667939607778
New Mexico,207,Mountain West,462.5,745,155,24,155,79,72,546,470,2.044554866216981,456,223,86,351,2417,6854,2022,1,9.145945945945947,50.967741935483865,10.624864864864865,6.830270270270271,14.497297297297298,4.3394594594594595,1.401081081081081,9.226313611915597,14.52213487794787,5.295821266032274,13.636363636363635,6.753270388956963,6.305306698525444,121.6697602893466,70.57589638865795,New Mexico,809.7719999999999,-17.838599999999996,-17.12035299797387,0.783533105022831,-5.646521669664079
New Mexico St.,240,WAC,496.5,665,122,14,141,68,74,442,383,3.2571483582130845,458,209,56,502,2389,6163,2022,1,6.942598187311178,48.226950354609926,8.012084592145015,9.099697885196376,12.05438066465257,3.7885196374622354,1.3413897280966767,8.748430305567183,21.01297614064462,12.264545835077438,13.909774436090224,5.759616432886089,5.301082963636663,116.30881896168022,97.22710917330856,New Mexico St.,1015.5269999999999,-15.094100000000003,-12.924986930735365,0.9411533714798608,-3.1128879336623285
New Orleans,212,Southland,457.7,490,108,6,151,64,56,345,300,1.3327390257857372,466,248,65,406,2140,5806,2022,1,5.899060519991261,42.384105960264904,6.78391959798995,7.9833952370548396,9.635132182652393,4.876556696526109,1.101157963731702,11.588785046728972,18.97196261682243,7.3831775700934585,10.727969348659004,6.111035950017259,6.094725668527342,108.40133529575834,106.30478595159303,New Orleans,995.8,-9.764700000000003,-9.514238444061363,1.0182065217391305,-0.07585923408115391
Niagara,275,MAAC,461.1,533,107,8,218,105,50,409,369,0.9019310449608438,495,314,100,441,2302,6816,2022,1,7.202342225113858,48.1651376146789,7.9830839297332465,8.607677293428758,10.40338321405335,6.128822381262198,0.9759271307742355,13.64031277150304,19.157254561251086,5.516941789748046,9.174311926605505,6.433414345535533,6.655237128836191,105.44785433602866,82.40057611580764,Niagara,923.8639999999999,-11.1362,-11.130174643825715,1.0252905625290563,0.26866825042769094
Nicholls,204,Southland,436.5,458,72,11,133,46,59,296,247,1.1738924448358259,464,168,59,346,1992,5409,2022,1,5.092783505154639,34.58646616541353,6.103092783505155,7.1340206185567006,9.443298969072165,3.463917525773196,1.2164948453608246,8.433734939759036,17.369477911646587,8.935742971887551,11.281070745697896,5.974958881573291,5.871671639872545,104.71065860694186,116.2598930332448,Nicholls,1002.9619999999999,-8.386800000000006,-5.916537241743557,1.036528640441684,-2.1747008319349828
Norfolk St.,138,MEAC,372.1,404,76,9,91,51,19,397,297,2.6508939587400215,337,348,66,365,1946,5801,2022,1,7.183552808384842,56.043956043956044,9.602257457672668,8.828271969900564,9.771566783122816,8.417092179521633,0.4595538833646869,17.882836587872557,18.756423432682425,0.8735868448098678,5.337078651685393,6.282774372919426,6.939584911643387,101.1365081775812,77.70730340922442,Norfolk St.,712.396,-12.300399999999994,-10.9470587649051,0.9026466666666667,-2.6799787617756916
North Ala.,188,ASUN,438.0,607,105,18,109,44,86,486,441,-4.132490125192249,516,281,68,403,2246,4327,2022,1,9.061643835616438,40.36697247706422,9.986301369863014,8.280821917808218,12.472602739726028,5.773972602739726,1.7671232876712328,12.511130899376669,17.94300979519145,5.431878895814782,14.285714285714285,7.345739844714091,6.6904009657342405,103.33529206780864,49.0171896411111,North Ala.,811.9549999999999,-15.706899999999997,-14.981930576050988,0.7487160215457848,-5.996517257310227
North Carolina,318,ACC,574.3,575,73,1,235,78,84,305,267,-0.6655146825309705,557,258,48,584,2570,6580,2022,1,4.184224273028034,33.191489361702125,4.779731847466481,9.152011144001394,9.010969876371234,4.043183005397876,1.3163851645481457,10.038910505836576,22.723735408560312,12.684824902723737,13.104524180967239,5.709132801953278,5.348336405633667,108.30317626503904,133.48142318399434,North Carolina,1392.974,-2.817200000000015,-6.129098801849829,0.9987962668363559,3.308503557813351
North Dakota St.,145,Summit League,420.5,481,92,7,63,19,43,256,219,2.4518536615718145,458,167,44,353,1931,4649,2022,1,4.687277051129608,30.158730158730158,5.479191438763376,7.555291319857313,10.294887039239,3.5743162901307963,0.9203329369797859,8.648368720870016,18.280683583635422,9.632314862765407,8.582834331337326,5.398767062800843,5.713981694466277,103.90903443416484,122.33300490199426,North Dakota St.,961.1159999999999,-2.8100000000000054,-5.255838788979524,0.9808147174770039,2.3908736228487575
North Florida,206,ASUN,472.8,525,88,8,143,59,62,366,316,-0.3033003195533816,510,212,62,424,2210,3753,2022,1,6.015228426395939,41.25874125874126,6.967005076142131,8.071065989847716,9.993654822335026,4.035532994923858,1.1802030456852792,9.592760180995477,19.185520361990953,9.592760180995477,10.839160839160838,5.892746311580094,5.857956814837371,104.17497733454216,100.5836309709275,North Florida,1027.731,-9.084400000000004,-7.6486495262371115,0.9349716446124764,-2.0675809630471633
Northeastern,204,CAA,529.6,469,89,7,75,30,48,259,214,2.3090564246427725,484,186,65,476,2281,5498,2022,1,3.6367069486404833,40.0,4.40143504531722,8.089123867069487,7.970166163141994,3.1608761329305137,0.8157099697885196,8.154318281455502,20.8680403331872,12.713722051731697,9.022556390977442,5.045492565816602,5.253834961053876,100.9140646246276,137.95228463334817,Northeastern,1238.415,-1.4378000000000088,-2.9128497231978105,1.0602134337727558,1.5567076916036473
Northern Colo.,187,Summit League,402.0,601,122,19,120,67,63,493,389,-0.816207742411246,452,256,74,355,2141,5144,2022,1,8.708955223880597,55.833333333333336,11.037313432835822,7.947761194029851,13.455223880597014,5.731343283582089,1.41044776119403,11.957029425502101,16.581036898645493,4.624007473143392,12.233009708737864,6.976830964457838,6.707856935386067,112.90877933452865,67.19710778492667,Northern Colo.,665.2909999999999,-17.756999999999994,-17.162193845171092,0.8268823166974738,-4.312446066008235
Northern Ky.,232,Horizon,449.2,552,103,14,141,69,65,421,373,-0.5241601478992368,456,311,76,383,2257,4178,2022,1,7.4732858414959935,48.93617021276596,8.43499554764025,7.673642030276046,11.059661620658948,6.2310774710596615,1.3023152270703473,13.779353123615417,16.96942844483828,3.190075321222862,12.476007677543185,7.003463164100762,6.723308331791113,111.01188228890967,84.09255968693535,Northern Ky.,871.9759999999999,-14.075599999999998,-15.016679184007032,0.8594878253568431,-1.3600507529831454
Northwestern,179,Big Ten,424.2,517,104,9,108,55,63,358,310,-1.9833748036529313,408,224,72,338,2048,4666,2022,1,6.5770862800565775,50.92592592592593,7.5954738330975955,7.171145685997171,10.96888260254597,4.752475247524753,1.3366336633663365,10.9375,16.50390625,5.56640625,13.375796178343949,6.673457450134123,6.275385096406,103.01950066896856,90.07833795419621,Northwestern,890.0809999999999,-11.58,-9.784867783172881,0.8600105443521814,-3.6800834038184895
Northwestern St.,190,Southland,454.5,458,78,7,95,48,52,326,282,2.9295736149921225,503,228,87,404,2100,4256,2022,1,5.584158415841584,50.526315789473685,6.455445544554455,8.0,9.06930693069307,4.514851485148514,1.0297029702970297,10.857142857142858,19.238095238095237,8.38095238095238,9.36936936936937,6.031778996574482,6.229987651658154,114.59197544274042,116.0979230263508,Northwestern St.,1008.8779999999999,-6.217000000000003,-6.319015585898806,0.9210147770367464,-0.43114755480828304
Notre Dame,250,ACC,514.4,447,75,3,212,79,52,262,225,3.9271747628850946,389,228,44,615,2237,5124,2022,1,3.9366251944012443,37.264150943396224,4.58398133748056,10.760108864696734,7.820762052877138,3.9891135303265943,0.9097978227060655,10.192221725525256,27.49217702279839,17.299955297273137,11.791383219954648,4.752331378406755,4.621553117290396,105.79981001376866,135.9368384266908,Notre Dame,1202.5559999999998,0.35959999999998926,-1.2417844290432787,0.9593854615016739,1.616607703347568
Oakland,213,Horizon,482.0,558,125,11,134,50,78,384,339,1.105103543651064,551,231,77,395,2302,4134,2022,1,6.329875518672199,37.3134328358209,7.1701244813278,7.37551867219917,10.41908713692946,4.313278008298755,1.4564315352697097,10.034752389226758,17.158992180712424,7.124239791485666,12.400635930047695,6.624742857275905,6.322316740194852,110.87765999281558,101.70751714346396,Oakland,1002.5539999999999,-11.494800000000007,-11.440541354691014,0.9794784984556901,-0.29509145207652665
Ohio,167,MAC,431.8,555,121,16,42,20,56,380,317,0.5260112664975725,392,168,88,393,2095,5435,2022,1,6.6072255673923115,47.61904761904761,7.920333487725799,8.191292264937472,11.567855488652153,3.5016211208893004,1.1672070402964336,8.01909307875895,18.758949880668258,10.739856801909308,12.5,5.887279877834446,5.633435520100915,97.88987921833149,83.78811949222198,Ohio,897.9469999999999,-12.255800000000002,-13.160070884655127,0.9811528408309259,0.6688467960404303
Ohio St.,222,Big Ten,439.5,478,100,9,131,69,81,374,321,-1.6508129453374505,399,233,68,490,2124,5184,2022,1,6.573378839590443,52.67175572519084,7.658703071672355,10.034129692832764,9.788395904436861,4.771331058020478,1.658703071672355,10.969868173258005,23.069679849340865,12.09981167608286,16.875,6.463705465671904,5.5753339550201755,104.0585265674868,91.23725044306536,Ohio St.,921.948,-13.669800000000004,-12.108052833872016,0.9540930053804766,-2.2194811936400214
Oklahoma,298,Big 12,609.9,659,134,15,162,73,86,418,367,1.9598745864221547,579,235,62,644,2755,4521,2022,1,5.415641908509592,45.06172839506173,6.168224299065422,9.503197245450075,9.724545007378259,3.4677816035415643,1.2690605017215937,8.52994555353902,23.37568058076225,14.84573502722323,12.93233082706767,5.425161128688332,5.097111720009984,105.775014909355,111.84721590959772,Oklahoma,1382.779,-5.083200000000008,-6.7451195803086925,0.8714214513556618,0.9118915916103161
